,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross
3034,tt1578890,Un buen día,2010,95.0,Drama,,19733.0
3036,tt1579232,Freerunner,2011,87.0,Action,"{'amount': 5000000.0, 'currency': 'USD'}",224236.0
3045,tt1579361,Chasing Ice,2012,75.0,"Biography,Documentary",,1358668.0
3060,tt1581829,Windfall,2010,81.0,"Documentary,Drama",,6504.0
3064,tt1581845,Somewhere Between,2011,88.0,Documentary,,210975.0
3069,tt1582248,Puncture,2011,100.0,"Biography,Drama",,123700.0
3072,tt1582271,The Good Doctor,2011,91.0,"Drama,Thriller","{'amount': 6000000.0, 'currency': 'USD'}",51017.0
3076,tt1582465,A Birder's Guide to Everything,2013,86.0,"Adventure,Comedy,Drama",,48713.0
3077,tt1582507,House at the End of the Street,2012,101.0,"Drama,Horror,Thriller","{'amount': 10000000, 'currency': 'USD'}",44287131.0
3083,tt1583420,Larry Crowne,2011,98.0,"Comedy,Drama,Romance","{'amount': 30000000, 'currency': 'USD'}",75055070.0
3084,tt1583421,G.I. Joe: Retaliation,2013,110.0,"Action,Adventure,Sci-Fi","{'amount': 130000000, 'currency': 'USD'}",375740705.0
3094,tt1584016,Catfish,2010,87.0,"Documentary,Drama,Mystery","{'amount': 30000.0, 'currency': 'USD'}",3533711.0
3111,tt1586265,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance","{'amount': 40000000, 'currency': 'USD'}",84384002.0
3122,tt1586752,Machine Gun Preacher,2011,129.0,"Action,Biography,Crime","{'amount': 30000000, 'currency': 'USD'}",3338690.0
3127,tt1587310,Maleficent,2014,97.0,"Action,Adventure,Family","{'amount': 180000000, 'currency': 'USD'}",758411779.0
3145,tt1588173,Warm Bodies,2013,98.0,"Comedy,Horror,Romance","{'amount': 35000000, 'currency': 'USD'}",116980662.0
3147,tt1588334,"Jeff, Who Lives at Home",2011,83.0,"Comedy,Drama","{'amount': 10000000.0, 'currency': 'USD'}",4704757.0
3148,tt1588353,Bang Bang,2011,102.0,Drama,,42000000.0
3156,tt1588886,Greystone Park,2012,83.0,"Horror,Thriller","{'amount': 550000.0, 'currency': 'USD'}",1762052.0
3165,tt1590193,The Commuter,2018,105.0,"Action,Mystery,Thriller","{'amount': 30000000.0, 'currency': 'USD'}",119942387.0
3171,tt1590295,Brutal Beauty: Tales of the Rose City Rollers,2010,80.0,"Documentary,Sport",,9677.0
3183,tt1591095,Insidious,2010,103.0,"Horror,Mystery,Thriller","{'amount': 1500000, 'currency': 'USD'}",99557032.0
3186,tt1591479,Act of Valor,2012,110.0,"Action,Adventure,Drama","{'amount': 12000000, 'currency': 'USD'}",82499399.0
3206,tt1592873,LOL,2012,97.0,"Comedy,Drama,Romance","{'amount': 11000000.0, 'currency': 'USD'}",10578643.0
3220,tt1594562,The Innkeepers,2011,101.0,"Drama,Horror,Mystery","{'amount': 750000.0, 'currency': 'USD'}",1178831.0
3224,tt1594972,Norm of the North,2016,90.0,"Adventure,Animation,Comedy","{'amount': 7000000.0, 'currency': 'USD'}",30734502.0
3230,tt1595061,Unraveled,2011,84.0,Documentary,,14615.0
3245,tt1595656,To the Wonder,2012,112.0,"Drama,Romance",,2801166.0
3248,tt1596343,Fast Five,2011,130.0,"Action,Crime,Thriller","{'amount': 125000000, 'currency': 'USD'}",626137675.0
3249,tt1596345,Pawn Sacrifice,2014,115.0,"Biography,Drama,Sport","{'amount': 19000000.0, 'currency': 'USD'}",5578519.0
3250,tt1596346,Soul Surfer,2011,112.0,"Biography,Drama,Family","{'amount': 18000000, 'currency': 'USD'}",47120948.0
3252,tt1596350,This Means War,2012,103.0,"Action,Comedy,Romance","{'amount': 65000000, 'currency': 'USD'}",156491279.0
3253,tt1596363,The Big Short,2015,130.0,"Biography,Comedy,Drama","{'amount': 28000000, 'currency': 'USD'}",133440870.0
3255,tt1596753,Salinger,2013,120.0,Documentary,"{'amount': 2000000.0, 'currency': 'USD'}",650675.0
3260,tt1597089,Phil Ochs: There But for Fortune,2010,96.0,"Biography,Documentary,History",,263723.0
3271,tt1598822,New Year's Eve,2011,113.0,"Comedy,Romance","{'amount': 56000000, 'currency': 'USD'}",142044638.0
3272,tt1598828,One for the Money,2012,91.0,"Action,Comedy,Crime","{'amount': 40000000, 'currency': 'USD'}",38084162.0
3283,tt1600195,Abduction,2011,106.0,"Action,Mystery,Thriller","{'amount': 35000000, 'currency': 'USD'}",82087155.0
3284,tt1600196,The Drop,2014,106.0,"Crime,Drama","{'amount': 12600000, 'currency': 'USD'}",18658381.0
3287,tt1600435,Rejoice and Shout,2010,115.0,Documentary,,100237.0
3301,tt1601475,Seconds Apart,2011,89.0,"Horror,Thriller",,1137.0
3302,tt1601913,The Grey,2011,117.0,"Action,Adventure,Drama","{'amount': 25000000, 'currency': 'USD'}",79781695.0
3318,tt1603257,ATM,2012,90.0,"Horror,Thriller","{'amount': 3000000.0, 'currency': 'USD'}",921752.0
3323,tt1603489,The Weird World of Blowfly,2010,89.0,"Biography,Documentary,Music",,3062.0
3329,tt1604171,Prom,2011,104.0,"Comedy,Drama,Family","{'amount': 8000000, 'currency': 'USD'}",10702246.0
3334,tt1604589,My Uncle Rafael,2012,102.0,Comedy,"{'amount': 1300000.0, 'currency': 'USD'}",243616.0
3341,tt1605630,American Reunion,2012,113.0,Comedy,"{'amount': 50000000, 'currency': 'USD'}",234989584.0
3344,tt1605765,The Happy Poet,2010,85.0,"Comedy,Drama,Romance",,3400.0
3345,tt1605782,Comic-Con Episode IV: A Fan's Hope,2011,88.0,Documentary,"{'amount': 1500000, 'currency': 'USD'}",34665.0
3346,tt1605791,Beyond the Farthest Star,2015,119.0,"Drama,Family,Thriller","{'amount': 500000.0, 'currency': 'USD'}",31433.0
3349,tt1605803,The Last Ride,2011,102.0,"Biography,Drama,Music","{'amount': 9000000.0, 'currency': 'USD'}",27000.0
3356,tt1606378,A Good Day to Die Hard,2013,98.0,"Action,Thriller","{'amount': 92000000, 'currency': 'USD'}",304654182.0
3357,tt1606389,The Vow,2012,104.0,"Drama,Romance","{'amount': 30000000, 'currency': 'USD'}",196114570.0
3359,tt1606392,Win Win,2011,106.0,"Comedy,Drama,Sport",,11789613.0
3364,tt1606829,The Other Dream Team,2012,89.0,"Documentary,Sport","{'amount': 500000.0, 'currency': 'USD'}",135228.0
3376,tt1608285,Littlerock,2010,83.0,Drama,,17309.0
3377,tt1608290,Zoolander 2,2016,101.0,Comedy,"{'amount': 50000000.0, 'currency': 'USD'}",56722693.0
3385,tt1609113,Farmageddon,2011,86.0,"Documentary,News",,56573.0
3391,tt1609488,Language of a Broken Heart,2011,100.0,"Comedy,Romance","{'amount': 350000.0, 'currency': 'USD'}",40645.0
3401,tt1610013,Can't Stand Losing You,2012,79.0,"Biography,Documentary,History",,23262.0
3402,tt1610473,Coming Up Roses,2011,93.0,Drama,,20567.0
3406,tt1610516,The Woodmans,2010,82.0,"Biography,Documentary",,46623.0
3407,tt1610525,The Bleeder,2016,98.0,"Biography,Drama,Sport",,502518.0
3408,tt1610996,Absentia,2011,87.0,"Drama,Horror,Mystery","{'amount': 70000.0, 'currency': 'USD'}",8555.0
3412,tt1611180,Thunder Soul,2010,83.0,"Documentary,Music",,143986.0
3413,tt1611224,Abraham Lincoln: Vampire Hunter,2012,105.0,"Action,Fantasy,Horror","{'amount': 69000000, 'currency': 'USD'}",116471580.0
3423,tt1611990,Man on a Mission: Richard Garriott's Road to the Stars,2010,83.0,Documentary,,8688.0
3443,tt1613023,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",2011,97.0,"Documentary,Music",,1200326.0
3451,tt1613062,The Music Never Stopped,2011,105.0,"Drama,Music","{'amount': 4000000.0, 'currency': 'USD'}",342202.0
3463,tt1615065,Savages,2012,131.0,"Crime,Drama,Thriller","{'amount': 45000000, 'currency': 'USD'}",82966152.0
3467,tt1615147,Margin Call,2011,107.0,"Drama,Thriller","{'amount': 3500000, 'currency': 'USD'}",19504039.0
3486,tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"Adventure,Animation,Comedy","{'amount': 75000000, 'currency': 'USD'}",342695435.0
3492,tt1616195,J. Edgar,2011,137.0,"Biography,Crime,Drama","{'amount': 35000000, 'currency': 'USD'}",84920539.0
3515,tt1617630,Daddy's Home,2010,90.0,"Drama,Thriller","{'amount': 1000000.0, 'currency': 'USD'}",242800000.0
3518,tt1617661,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi","{'amount': 176000000, 'currency': 'USD'}",183887723.0
3522,tt1618399,The Waiting Room,2012,81.0,Documentary,,244951.0
3523,tt1618432,I'm in Love with a Church Girl,2013,118.0,"Crime,Drama,Romance","{'amount': 5000000.0, 'currency': 'USD'}",2503392.0
3525,tt1618442,The Last Witch Hunter,2015,106.0,"Action,Adventure,Fantasy","{'amount': 90000000, 'currency': 'USD'}",146936910.0
3531,tt1619029,Jackie,2016,100.0,"Biography,Drama,History","{'amount': 9000000.0, 'currency': 'USD'}",29777777.0
3544,tt1620680,A Wrinkle in Time,2018,109.0,"Adventure,Family,Fantasy","{'amount': 100000000.0, 'currency': 'USD'}",132675864.0
3551,tt1620935,Bleed for This,2016,117.0,"Biography,Drama,Sport","{'amount': 6000000, 'currency': 'USD'}",6698679.0
3552,tt1621019,The Sons of Tennessee Williams,2010,75.0,"Biography,Documentary,History",,3242.0
3553,tt1621039,Free Birds,2013,91.0,"Adventure,Animation,Comedy","{'amount': 55000000, 'currency': 'USD'}",110387072.0
3554,tt1621045,Think Like a Man,2012,122.0,"Comedy,Romance","{'amount': 12000000, 'currency': 'USD'}",96070507.0
3555,tt1621046,Cesar Chavez,2014,102.0,"Biography,Drama","{'amount': 10000000.0, 'currency': 'USD'}",6972226.0
3556,tt1621426,Natural Selection,2011,90.0,"Comedy,Drama",,55282.0
3560,tt1621444,Bill Cunningham New York,2010,84.0,"Biography,Documentary,History",,2210382.0
3562,tt1621446,The Task,2011,94.0,Horror,,1619.0
3569,tt1622547,30 Minutes or Less,2011,83.0,"Action,Comedy,Crime","{'amount': 28000000, 'currency': 'USD'}",40662632.0
3572,tt1622563,Almost in Love,2011,81.0,"Comedy,Romance",,2510.0
3578,tt1622979,Final Destination 5,2011,92.0,Horror,"{'amount': 40000000, 'currency': 'USD'}",157887643.0
3582,tt1623205,Oz the Great and Powerful,2013,130.0,"Adventure,Family,Fantasy","{'amount': 215000000, 'currency': 'USD'}",493311825.0
3584,tt1623288,ParaNorman,2012,92.0,"Adventure,Animation,Comedy","{'amount': 60000000, 'currency': 'USD'}",107139399.0
3586,tt1623745,Little Birds,2011,94.0,Drama,,17739.0
3595,tt1624426,I Will Follow,2010,80.0,Drama,"{'amount': 50000.0, 'currency': 'USD'}",135809.0
3608,tt1625346,Young Adult,2011,94.0,"Comedy,Drama","{'amount': 12000000, 'currency': 'USD'}",22939027.0
3612,tt1626135,Balls to the Wall,2011,85.0,Comedy,,3140.0
3632,tt1628042,Gone,2011,85.0,Documentary,,18100000.0
3634,tt1628055,Touchback,2011,118.0,"Drama,Family,Fantasy","{'amount': 5000000.0, 'currency': 'USD'}",204232.0
3638,tt1628841,Independence Day: Resurgence,2016,120.0,"Action,Adventure,Sci-Fi","{'amount': 165000000, 'currency': 'USD'}",389681935.0
3639,tt1629242,Careful What You Wish For,2015,91.0,"Drama,Thriller","{'amount': 8000000.0, 'currency': 'USD'}",82230.0
3647,tt1629757,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport","{'amount': 20000000, 'currency': 'USD'}",7942116.0
3650,tt1630036,Courageous,2011,129.0,Drama,"{'amount': 2000000, 'currency': 'USD'}",35185884.0
3669,tt1631867,Edge of Tomorrow,2014,113.0,"Action,Sci-Fi","{'amount': 178000000, 'currency': 'USD'}",370541256.0
3681,tt1632705,Creed,2010,77.0,Horror,,173600000.0
3682,tt1632708,Friends with Benefits,2011,109.0,"Comedy,Romance","{'amount': 35000000, 'currency': 'USD'}",149542245.0
3690,tt1633356,Shark Night 3D,2011,90.0,"Horror,Thriller","{'amount': 25000000, 'currency': 'USD'}",41363927.0
3695,tt1634121,Intruders,2011,100.0,"Fantasy,Horror,Thriller","{'amount': 10000000.0, 'currency': 'EUR'}",5486559.0
3698,tt1634136,Violet & Daisy,2011,88.0,"Action,Comedy,Crime","{'amount': 8000000.0, 'currency': 'USD'}",108139.0
3699,tt1634138,Elevate,2011,81.0,Documentary,,5580.0
3703,tt1634286,Grassroots,2012,98.0,"Comedy,Drama",,19492.0
3719,tt1636826,Project X,2012,88.0,Comedy,"{'amount': 12000000.0, 'currency': 'USD'}",102731865.0
3720,tt1636849,Chasing Madoff,2010,91.0,Documentary,,157612.0
3726,tt1637688,In Time,2011,109.0,"Action,Crime,Drama","{'amount': 40000000, 'currency': 'USD'}",173930596.0
3729,tt1637706,Our Idiot Brother,2011,90.0,"Comedy,Drama","{'amount': 5000000, 'currency': 'USD'}",25804448.0
3731,tt1637725,Ted,2012,106.0,"Comedy,Fantasy","{'amount': 50000000, 'currency': 'USD'}",549368315.0
3735,tt1638355,The Man from U.N.C.L.E.,2015,116.0,"Action,Adventure,Comedy","{'amount': 75000000, 'currency': 'USD'}",107045109.0
3737,tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,2010,117.0,Documentary,,192870.0
3738,tt1638364,The Armstrong Lie,2013,124.0,"Biography,Documentary,Sport",,594394.0
3743,tt1638979,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'",2010,78.0,"Biography,Documentary,History",,31135.0
3772,tt1640484,Jumping the Broom,2011,112.0,"Comedy,Drama","{'amount': 6600000, 'currency': 'USD'}",38158601.0
3773,tt1640486,Inside Out,2011,93.0,"Crime,Drama","{'amount': 2000000.0, 'currency': 'USD'}",857600000.0
3775,tt1640548,Rampart,2011,108.0,"Crime,Drama","{'amount': 12000000.0, 'currency': 'USD'}",1567905.0
3802,tt1644503,And They're Off,2011,90.0,Comedy,,5154.0
3812,tt1645080,The Art of Getting By,2011,83.0,"Drama,Romance",,1892130.0
3813,tt1645089,Inside Job,2010,109.0,"Crime,Documentary","{'amount': 2000000, 'currency': 'USD'}",7871522.0
3817,tt1645155,Erased,2012,100.0,"Action,Thriller","{'amount': 12000000.0, 'currency': 'EUR'}",1314735.0
3819,tt1645170,The Dictator,2012,83.0,Comedy,"{'amount': 65000000, 'currency': 'USD'}",179379533.0
3826,tt1645774,I'm Not Jesus Mommy,2010,89.0,"Drama,Sci-Fi,Thriller",,15005.0
3845,tt1646926,Open Season 3,2010,75.0,"Adventure,Animation,Comedy",,7487555.0
3849,tt1646967,The Art of Flight,2011,80.0,"Adventure,Documentary,Sport","{'amount': 2000000.0, 'currency': 'USD'}",158532.0
3850,tt1646971,How to Train Your Dragon 2,2014,102.0,"Action,Adventure,Animation","{'amount': 145000000, 'currency': 'USD'}",621537519.0
3851,tt1646972,Jasmine,2015,80.0,Thriller,,24248.0
3852,tt1646980,The Double,2011,98.0,"Action,Crime,Drama","{'amount': 13500000.0, 'currency': 'USD'}",4729855.0
3854,tt1646987,Wrath of the Titans,2012,99.0,"Action,Adventure,Fantasy","{'amount': 150000000, 'currency': 'USD'}",301970083.0
3862,tt1647668,Million Dollar Arm,2014,124.0,"Biography,Drama,Sport","{'amount': 25000000, 'currency': 'USD'}",38483455.0
3871,tt1648179,Here Comes the Boom,2012,105.0,"Action,Comedy,Sport","{'amount': 42000000.0, 'currency': 'USD'}",73100172.0
3872,tt1648190,The Dark Tower,2017,95.0,"Action,Adventure,Fantasy","{'amount': 60000000, 'currency': 'USD'}",113231078.0
3887,tt1649421,The Other City,2010,90.0,Documentary,,22539.0
3889,tt1649433,Vidal Sassoon: The Movie,2010,90.0,Documentary,,124532.0
3893,tt1649780,"Peace, Love & Misunderstanding",2011,96.0,"Comedy,Drama,Music","{'amount': 10000000.0, 'currency': 'USD'}",1105020.0
3898,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,99.0,"Comedy,Family","{'amount': 21000000, 'currency': 'USD'}",72526996.0
3900,tt1650058,The Perfect Family,2011,84.0,"Comedy,Drama",,110313.0
3901,tt1650060,SGT. Will Gardner,2019,125.0,"Action,Adventure,Drama","{'amount': 2500000.0, 'currency': 'USD'}",4405.0
3902,tt1650062,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller","{'amount': 50000000, 'currency': 'USD'}",260095986.0
3903,tt1650393,C.O.G.,2013,88.0,"Comedy,Drama",,55301.0
3907,tt1650537,Inkubus,2011,80.0,Horror,"{'amount': 1500000.0, 'currency': 'USD'}",81600.0
3910,tt1650549,The Hill Chris Climbed: The Gridiron Heroes Story,2011,71.0,"Biography,Documentary,Family","{'amount': 100000.0, 'currency': 'USD'}",23487.0
3922,tt1651323,Breaking Wind,2012,82.0,Comedy,,1958083.0
3927,tt1652287,35 and Ticking,2011,104.0,"Comedy,Romance",,113794.0
3942,tt1653002,Dysfunctional Friends,2012,111.0,"Comedy,Drama","{'amount': 5000000, 'currency': 'USD'}",13546.0
3956,tt1653827,Boxing Gym,2010,91.0,Documentary,,32476.0
3958,tt1655441,The Age of Adaline,2015,112.0,"Drama,Fantasy,Romance","{'amount': 25000000.0, 'currency': 'USD'}",65663276.0
3959,tt1655460,Wanderlust,2012,98.0,"Comedy,Romance",,23812816.0
3965,tt1655603,Evil Intent,2010,74.0,Thriller,"{'amount': 2000.0, 'currency': 'USD'}",10454.0
3966,tt1656170,Bringing Up Bobby,2011,93.0,Comedy,,4975.0
3968,tt1656179,I Kissed a Vampire,2010,91.0,Musical,,1794.0
3969,tt1656186,Stolen,2012,96.0,"Action,Crime,Thriller","{'amount': 35000000.0, 'currency': 'USD'}",17415418.0
3970,tt1656190,Safe,2012,94.0,"Action,Crime,Thriller","{'amount': 30000000.0, 'currency': 'USD'}",41564670.0
3984,tt1657283,Honey 2,2011,110.0,"Comedy,Drama,Music",,8775693.0
3990,tt1657510,Gimme Shelter,2013,101.0,Drama,"{'amount': 3200000.0, 'currency': 'USD'}",1362018.0
3997,tt1658501,Wretches & Jabberers,2011,90.0,"Biography,Comedy,Documentary",,84610.0
3998,tt1658801,Freeheld,2015,103.0,"Biography,Drama,Romance","{'amount': 7000000.0, 'currency': 'USD'}",1474471.0
4004,tt1659215,Small Pond,2011,76.0,"Comedy,Drama",,232820.0
4005,tt1659216,Spiders 3D,2013,89.0,"Action,Adventure,Comedy","{'amount': 7000000.0, 'currency': 'USD'}",257019.0
4011,tt1659337,The Perks of Being a Wallflower,2012,103.0,Drama,"{'amount': 13000000.0, 'currency': 'USD'}",33384127.0
4014,tt1659343,Universal Soldier: Day of Reckoning,2012,114.0,"Action,Horror,Mystery","{'amount': 10000000.0, 'currency': 'USD'}",1402307.0
4022,tt1661199,Cinderella,2015,105.0,"Drama,Family,Fantasy","{'amount': 95000000, 'currency': 'USD'}",542358331.0
4023,tt1661230,Jonas,2013,111.0,"Drama,Fantasy","{'amount': 40000.0, 'currency': 'USD'}",518018.0
4024,tt1661382,Grudge Match,2013,113.0,"Comedy,Drama,Sport","{'amount': 40000000, 'currency': 'USD'}",44907260.0
4025,tt1661820,Cut Bank,2014,93.0,"Crime,Drama,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",288591.0
4032,tt1662293,Nothing Left to Fear,2013,100.0,Horror,"{'amount': 3000000.0, 'currency': 'USD'}",1675381.0
4049,tt1663143,Fun Size,2012,86.0,"Adventure,Comedy","{'amount': 14000000, 'currency': 'USD'}",11417362.0
4051,tt1663187,The Chaperone,2011,103.0,"Action,Comedy,Family","{'amount': 3000000.0, 'currency': 'USD'}",279147.0
4052,tt1663202,The Revenant,2015,156.0,"Action,Adventure,Biography","{'amount': 135000000, 'currency': 'USD'}",532950503.0
4054,tt1663207,Life of Crime,2013,98.0,"Comedy,Crime","{'amount': 12000000.0, 'currency': 'USD'}",1456675.0
4060,tt1663631,Crazy Eyes,2012,95.0,Comedy,"{'amount': 10000000.0, 'currency': 'USD'}",6141.0
4064,tt1663655,Martyrs,2015,86.0,"Drama,Horror,Thriller","{'amount': 1000000.0, 'currency': 'USD'}",397072.0
4065,tt1663660,On the Ice,2011,96.0,"Drama,Thriller",,73492.0
4066,tt1663662,Pacific Rim,2013,131.0,"Action,Adventure,Sci-Fi","{'amount': 190000000, 'currency': 'USD'}",411002906.0
4092,tt1665418,Dorfman,2011,92.0,"Comedy,Drama,Romance",,13737.0
4100,tt1666185,All Eyez on Me,2017,139.0,"Biography,Drama,Music","{'amount': 40000000, 'currency': 'USD'}",55668698.0
4101,tt1666186,Vampires Suck,2010,82.0,Comedy,"{'amount': 20000000, 'currency': 'USD'}",80547866.0
4105,tt1666335,The Calling,2014,108.0,"Drama,Thriller",,189254.0
4112,tt1666801,The Duff,2015,101.0,"Comedy,Romance","{'amount': 8500000, 'currency': 'USD'}",43709744.0
4125,tt1667307,Damsels in Distress,2011,99.0,"Comedy,Drama,Romance",,1314358.0
4129,tt1667353,Mirror Mirror,2012,106.0,"Adventure,Comedy,Drama","{'amount': 85000000, 'currency': 'USD'}",183018522.0
4140,tt1667889,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy","{'amount': 95000000, 'currency': 'USD'}",877244782.0
4170,tt1669846,Vito Bonafacci,2011,97.0,Drama,"{'amount': 150000.0, 'currency': 'USD'}",9570.0
4178,tt1670345,Now You See Me,2013,115.0,"Crime,Mystery,Thriller","{'amount': 75000000, 'currency': 'USD'}",351723989.0
4182,tt1670389,CornerStore,2011,94.0,Comedy,,45176.0
4189,tt1670932,American Animal,2011,95.0,"Comedy,Drama",,5928.0
4216,tt1672614,Precious Life,2010,90.0,"Documentary,Drama,Family",,2534.0
4219,tt1673376,Free the Mind,2012,80.0,"Adventure,Documentary","{'amount': 450000.0, 'currency': 'EUR'}",168916.0
4221,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012,115.0,"Adventure,Drama,Fantasy","{'amount': 120000000, 'currency': 'USD'}",829747654.0
4238,tt1674093,Michael Jackson Commemorated,2010,119.0,"Biography,Documentary","{'amount': 500000.0, 'currency': 'USD'}",1278263.0
4253,tt1674771,Entourage,2015,104.0,Comedy,"{'amount': 30000000, 'currency': 'USD'}",49263404.0
4258,tt1674784,Trespass,2011,91.0,"Crime,Drama,Thriller","{'amount': 35000000.0, 'currency': 'USD'}",10117966.0
4259,tt1674785,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,2015,98.0,"Documentary,History",,62660.0
4261,tt1675161,"Guns, Girls and Gambling",2012,90.0,"Crime,Thriller",,148570.0
4266,tt1675192,Take Shelter,2011,121.0,"Drama,Horror,Thriller","{'amount': 5000000, 'currency': 'USD'}",3741098.0
4278,tt1675759,The Wait,2013,96.0,"Drama,Thriller",,2480.0
4302,tt1677082,Return,2011,97.0,Drama,,16886.0
4309,tt1677720,Ready Player One,2018,140.0,"Action,Adventure,Sci-Fi","{'amount': 175000000, 'currency': 'USD'}",582893671.0
4311,tt1678040,Bed & Breakfast: Love is a Happy Accident,2010,89.0,"Comedy,Romance",,269406.0
4321,tt1679248,My Last Day Without You,2011,90.0,"Comedy,Drama,Romance","{'amount': 1000000.0, 'currency': 'USD'}",8335.0
